name,length,pt1x,pt1y,pt1z,pt2x,pt2y,pt2z
transom_curves1_016_line_011,2116.6109717456616,17955.401332332105,36739.40101265912,12930.397268280934,18284.60260288014,34739.40068483363,13540.042425632008
transom_curves1_016_line_012,2139.145399095713,18540.100320183163,36739.40101265907,14128.656512470738,18898.103054516552,34739.40068483348,14797.817008450369
transom_curves1_016_line_013,2163.1078248322747,19175.849930112963,36739.40101265906,15300.385098416229,19472.727802829937,34739.40068483348,16069.08379051818
transom_curves1_016_line_014,2107.9262037465487,20084.645129291242,36739.401012659095,16197.133959734185,20748.68167385537,34739.400684833534,16246.195519251976
transom_curves1_016_line_015,2122.992837371113,21340.678640524755,36739.40101265908,15811.557674494215,22047.460988298044,34739.40068483347,15724.632481928584
transom_curves1_016_line_016,2143.9608174600417,22573.69816465499,36739.4010126591,15307.363720119623,23334.55853124667,34739.400684833454,15174.479642626466
transom_curves1_016_line_017,2175.1599122332887,23826.858597999715,36739.40101265915,14851.988453190494,24679.444460283557,34739.400684833374,14785.530346708123
transom_curves1_016_line_018,2222.439660965131,25035.617661902364,36739.401012659095,14289.456236306418,26003.673035073167,34739.40068483347,14335.342288689837
transom_curves1_016_line_019,2269.429122658747,26255.572471078518,36739.40101265912,13752.223003387164,27322.184655345147,34739.400684833476,13864.6760150985
transom_curves1_017_line_001,2252.678229033175,12097.068394453254,34739.400684833396,1000.0000237487227,13133.492898637094,32739.304824458868,1000.0000237487286
transom_curves1_017_line_002,2379.3103577330344,12551.388420305668,34739.400684833396,2320.4952627956777,13835.219757711853,32739.318376009276,2208.3987265497967
transom_curves1_017_line_003,2364.0655287268555,13208.316346968557,34739.400684833425,3556.509838437262,14464.863206314605,32739.330914804603,3458.444914029892
transom_curves1_017_line_004,2351.8561721056885,13845.182810213819,34739.40068483357,4803.249435488744,15079.459606401011,32739.34243364939,4716.32857185067
transom_curves1_017_line_005,2341.4673179993692,14479.351973453593,34739.40068483343,6051.379808188249,15694.38229323594,32739.352926352934,5974.05266505012
transom_curves1_017_line_006,2332.3890130706036,15113.51794442788,34739.40068483357,7299.511729456954,16311.495699649311,32739.362386503777,7230.703216167171
transom_curves1_017_line_007,2324.3649238161743,15747.667349973606,34739.40068483393,8547.652262939117,16930.380761220695,32739.370807689145,8486.482201213834
transom_curves1_017_line_008,2316.710755827229,16381.803459062132,34739.40068483414,9795.79941885134,17549.77831322541,32739.378183499142,9742.008524068442
transom_curves1_017_line_009,2307.8606758403444,17015.955931158107,34739.400684833876,11043.93830332694,18166.658471980805,32739.384507519244,10998.773581317337
transom_curves1_017_line_010,2298.4718964803587,17650.189666790433,34739.400684833425,12292.035883383338,18782.285874189078,32739.389773333438,12256.152879264202
transom_curves1_017_line_011,2286.017278245118,18284.60260288014,34739.40068483363,13540.042425632008,19391.53415195308,32739.393974522412,13516.575410220954
transom_curves1_017_line_012,2272.6969428031725,18898.103054516552,34739.40068483348,14797.817008450369,19977.466022888613,32739.397104655753,14787.203073732282
transom_curves1_017_line_013,2454.8735439432216,19472.727802829937,34739.40068483348,16069.08379051818,20878.840541035057,32739.399158446347,15847.171693824963
transom_curves1_017_line_014,2495.5979045127688,20748.68167385537,34739.400684833534,16246.195519251976,22200.35505013047,32739.400148968783,15898.846751925405
transom_curves1_017_line_015,2487.8052734855246,22047.460988298044,34739.40068483347,15724.632481928584,23464.74578715955,32739.400356850667,15299.805969376495
transom_curves1_017_line_016,2493.6598328653113,23334.55853124667,34739.400684833454,15174.479642626466,24783.619901119902,32739.400197294573,14830.15630877992
transom_curves1_017_line_017,2490.539755163288,24679.444460283557,34739.400684833374,14785.530346708123,26096.350508188087,32739.399595249226,14343.75985751424
transom_curves1_017_line_018,2490.7324445201775,26003.673035073167,34739.40068483347,14335.342288689837,27410.909571746295,32739.398338311777,13862.664751731068
transom_curves1_017_line_019,2490.962990041664,27322.184655345147,34739.400684833476,13864.6760150985,28736.29149334733,32739.39621394883,13411.707379413645
transom_curves2_001_line_001,2312.093440692602,15165.804283843667,66739.42518886058,4999.718002312189,16150.98912322878,64739.559642367414,5612.681872935146
transom_curves2_001_line_002,2658.670888008027,16208.36175010608,66739.42542607876,5151.552011297722,17914.489926401882,64739.54835764591,5549.23184225145
transom_curves2_001_line_003,3228.2418569532915,17233.33867594778,66739.4233849347,5060.094348027535,19624.53866912356,64739.529828296516,5899.221180954763
transom_curves2_001_line_004,4484.704684826298,17578.757927410737,66739.41895545235,4099.17719344131,21109.300578720227,64739.50487428411,6009.200325587229
transom_curves2_001_line_005,4622.081199527496,17600.77278270656,66739.41309654368,3044.7640520251216,21571.416547402954,64739.47531249985,4308.8334998234095
transom_curves2_001_line_006,4924.44813100718,17687.210290891937,66739.40700981283,1993.6907686490315,22141.023213422606,64739.445498332236,2637.0365533365366
transom_curves2_001_line_007,5729.354064146333,17430.607121367757,66739.40190641978,1000.000023748722,22799.552096800842,64739.41994572065,1000.0000237487235
transom_curves2_002_line_001,2444.7707772250715,16150.98912322878,64739.559642367414,5612.681872935146,17498.22078821057,62739.848041817575,6016.444809161932
transom_curves2_002_line_002,2512.8075084116185,17325.848980069637,64739.552975702005,5543.36656118184,18771.947041851778,62739.80449860706,6016.661393602596
transom_curves2_002_line_003,2602.8817190885584,18501.877599127525,64739.54293496691,5586.89942496016,20017.206856173416,62739.75731799971,6279.45120820622
transom_curves2_002_line_004,2697.6313580486467,19624.53866912356,64739.529828296516,5899.221180954763,21066.43507429733,62739.70737753022,6994.1457747444165
transom_curves2_002_line_005,2591.4128437663503,20680.469707903165,64739.513872679316,6362.601278418764,22149.280552444183,62739.65557693415,7109.9847320322
transom_curves2_002_line_006,2366.6574888331015,21297.11926629732,64739.49533211431,5453.331004224631,22486.041147250606,62739.60322540028,5886.879146814596
transom_curves2_002_line_007,2385.4885852561333,21571.416547402954,64739.47531249985,4308.8334998234095,22824.115132426457,62739.55245357109,4657.560619218518
transom_curves2_002_line_008,2369.041725355559,21951.171924286056,64739.45518499629,3194.3082229816027,23197.52253999877,62739.505533704796,3437.5575425844017
transom_curves2_002_line_009,2376.7744084367237,22349.72204701441,64739.4362851597,2086.8212123591634,23625.260484527393,62739.46473578293,2235.724149570442
transom_curves2_002_line_010,2159.3421300746427,22799.552096800842,64739.41994572065,1000.0000237487235,23613.682287842796,62739.432329071664,1000.0000237487252
transom_curves2_003_line_001,2102.5717709683577,17498.22078821057,62739.848041817575,6016.444809161932,17858.812333090988,60739.836822376266,6555.64506133422
transom_curves2_003_line_002,2064.324217101928,18771.947041851778,62739.80449860706,6016.661393602596,19110.37708941914,60739.808268320405,6399.955869242683
transom_curves2_003_line_003,2061.623718830502,20017.206856173416,62739.75731799971,6279.45120820622,20333.022675842163,60739.77326322398,6667.5446334716835
transom_curves2_003_line_004,2052.9381451842564,21066.43507429733,62739.70737753022,6994.1457747444165,21518.839176263562,60739.73240242109,7094.074026074748
transom_curves2_003_line_005,2082.4149147725316,22149.280552444183,62739.65557693415,7109.9847320322,22727.60104571634,60739.68623688011,7063.942108601935
transom_curves2_003_line_006,2107.8410024898126,22486.041147250606,62739.60322540028,5886.879146814596,23151.544121088747,60739.63558737997,5902.009594967654
transom_curves2_003_line_007,2079.470199105166,22824.115132426457,62739.55245357109,4657.560619218518,23393.579448981156,60739.583089621716,4662.968428508714
transom_curves2_003_line_008,2061.535100946146,23197.52253999877,62739.505533704796,3437.5575425844017,23697.554870383843,60739.532011577445,3436.8147154005205
transom_curves2_003_line_009,2046.1749999123183,23625.260484527393,62739.46473578293,2235.724149570442,24057.50495222206,60739.48562092339,2226.7580724359786
transom_curves2_003_line_010,2091.108646918282,23613.682287842796,62739.432329071664,1000.0000237487252,24224.251525150823,60739.44718420946,1000.0000237487219
transom_curves2_004_line_001,2145.1074324507663,17858.812333090988,60739.836822376266,6555.64506133422,18314.113691270424,58739.33199041646,7181.8774361767755
transom_curves2_004_line_002,2129.758134387437,19110.37708941914,60739.808268320405,6399.955869242683,19646.044370146774,58739.3427242402,6897.015103434366
transom_curves2_004_line_003,2141.84105885521,20333.022675842163,60739.77326322398,6667.5446334716835,20997.103588241807,58739.355408482814,7048.08118837439
transom_curves2_004_line_004,2178.100198401027,21518.839176263562,60739.73240242109,7094.074026074748,22271.657282157885,58739.368089717624,7513.511733219282
transom_curves2_004_line_005,2211.3839758430368,22727.60104571634,60739.68623688011,7063.942108601935,23471.831764326693,58739.378817241726,7642.828930901173
transom_curves2_004_line_006,2139.4050987489454,23151.544121088747,60739.63558737997,5902.009594967654,23781.755203208457,58739.38687285853,6324.967333496949
transom_curves2_004_line_007,2137.1145913441737,23393.579448981156,60739.583089621716,4662.968428508714,24070.59871008779,58739.392603923574,4991.817508710306
transom_curves2_004_line_008,2133.5482924838493,23697.554870383843,60739.532011577445,3436.8147154005205,24403.31247504997,58739.39643262414,3667.8822068869026
transom_curves2_004_line_009,2129.278454786104,24057.50495222206,60739.48562092339,2226.7580724359786,24776.54736875462,58739.39877792698,2355.044321566473
transom_curves2_004_line_010,2081.4074877453713,24224.251525150823,60739.44718420946,1000.0000237487219,24800.50548863644,58739.40005986223,1000.0000237487222
transom_curves3_001_line_001,2155.4569870157866,19090.231810564066,56739.40056562503,7731.568569488497,19432.58778925318,54739.40023779872,8458.74522988516
transom_curves3_001_line_002,2139.06562248358,20466.991401132644,56739.40056562423,7395.188259213109,21017.769925020082,54739.40023779855,7916.957790340237
transom_curves3_001_line_003,2196.422142215986,21869.69928189816,56739.40056562439,7538.518344005341,22666.94669922641,54739.40023779878,7972.874731177834
transom_curves3_001_line_004,2318.030233580261,23146.728907865785,56739.40056562417,8136.776069877352,24163.647140366218,54739.40023779894,8719.133486675071
transom_curves3_001_line_005,2456.6715459984293,24303.200073364675,56739.400565624186,8945.344886185567,25451.43985214726,54739.4002377988,9791.973012364928
transom_curves3_001_line_006,3772.7738594012367,25293.9196594558,56739.40056562362,8087.380347463152,26612.495116916365,54739.400237799106,11002.029562354339
transom_curves3_001_line_007,5300.219304618291,26503.22519583113,56739.40056562446,7497.017166480367,27733.80103754857,54739.400237798756,12248.649145445794
transom_curves3_001_line_008,6411.032280507663,27891.239719465873,56739.400565623226,7211.3355298154365,29120.00094233245,54739.40023779859,13177.195019242929
transom_curves3_001_line_009,6488.513653073491,29305.94339004845,56739.40056562429,7102.616293162795,30753.393267878833,54739.400237798465,13103.09102154775
transom_curves3_001_line_010,6343.950790825023,30725.06294901118,56739.40056562446,7110.570684114454,32402.933049453928,54739.4002377987,12892.478868368724
transom_curves3_001_line_011,6843.663845392466,32128.737358108046,56739.40056562419,6906.826069201437,34054.39751651696,54739.400237798,13162.029221117742
transom_curves3_001_line_012,7847.24876588718,33400.18132994659,56739.40056562432,6309.666366574679,35676.622404663445,54739.400237798676,13548.252410530857
transom_curves3_001_line_013,8773.998540413584,34353.8011050906,56739.40056562416,5261.461857588715,37326.43242791587,54739.400237798895,13270.613628808725
transom_curves3_001_line_014,9495.92101569038,35374.8505594781,56739.400565624215,4283.630916029353,38948.78320235341,54739.40023779874,12850.982904194572
transom_curves3_001_line_015,9251.972793540954,36618.391015319576,56739.400565624244,3605.935161745187,40281.66469967685,54739.400237798625,11863.018495139306
transom_curves3_001_line_016,8245.406634499584,38004.63765034855,56739.400565624994,3358.9341459995567,41391.6273402878,54739.400237798705,10605.659620114728
transom_curves3_001_line_017,6765.145635176208,39397.29022986787,56739.40056562396,3598.582880851305,42442.74604243213,54739.400237798465,9298.792793438748
transom_curves3_001_line_018,5249.279139021055,40774.638347984364,56739.40056562419,3928.8327936479004,43464.39142487936,54739.400237798785,7968.654392851731
transom_curves3_001_line_019,3972.591447412196,42189.169974836084,56739.40056562411,4019.080022594828,44443.86634466763,54739.400237798676,6607.09582173886
transom_curves3_001_line_020,3074.6446564676407,43585.12261360719,56739.40056562421,3780.535757271988,45410.83430242142,54739.400237798545,5236.631661245818
transom_curves3_001_line_021,2632.88961389615,44821.11598715551,56739.40056562415,3105.9940647540793,46361.146197993425,54739.40023779886,3854.6016771702643
transom_curves3_001_line_022,2555.821804182103,45797.151631451976,56739.40056562459,2076.889032397982,47334.163382907675,54739.400237798654,2488.9796284031313
transom_curves3_001_line_023,2354.44059865514,46719.44088026847,56739.400565624135,1000.0000237487253,47961.77305054082,54739.40023779867,1000.000033215775
transom_curves3_002_line_001,2165.403916809715,19432.58778925318,54739.40023779872,8458.74522988516,19867.281269191135,52739.39990997281,9165.862186357383
transom_curves3_002_line_002,2147.315370554457,20768.671256198875,54739.40023779865,7984.235422234039,21284.954899611792,52739.399909973195,8571.102689051499
transom_curves3_002_line_003,2167.3597486546046,22167.45064819632,54739.400237798596,7844.801693537343,22796.765126339975,52739.39990997331,8393.810123696378
transom_curves3_002_line_004,2209.883691893972,23496.589927110417,54739.40023779878,8327.777447569753,24247.601111828342,52739.39990997316,8893.07986294132
transom_curves3_002_line_005,2263.307918416375,24675.44254869268,54739.40023779893,9111.600493025817,25538.922085077476,52739.39990997329,9725.574851210498
transom_curves3_002_line_006,2319.574146547601,25727.583376166654,54739.4002377988,10063.166219681934,26661.47619614243,52739.399909973254,10776.0947650688
transom_curves3_002_line_007,2382.134189094907,26700.281664712253,54739.400237798814,11096.579239694807,27718.119914327817,52739.39990997231,11895.683288719863
transom_curves3_002_line_008,2455.595057875824,27641.65083175812,54739.40023779882,12158.346515897922,28795.577609638487,52739.39990997321,12994.049075575856
transom_curves3_002_line_009,2528.5054260959614,28770.93548300902,54739.4002377987,13010.723227808316,29944.49324407555,52739.39990997255,14018.74136253235
transom_curves3_002_line_010,2846.7473055447545,30131.98606861979,54739.40023779862,13274.174980628779,31068.390956839146,52739.39990997305,15070.592191535765
transom_curves3_002_line_011,3719.9418544604623,31501.61337589563,54739.4002377986,12909.634815088719,32340.44372192728,52739.39990997327,15931.940183485784
transom_curves3_002_line_012,4128.1312646491715,32916.770697037624,54739.40023779861,12939.756901180972,33783.62760230259,52739.39990997201,16445.470171353234
transom_curves3_002_line_013,3961.668099569795,34299.234391319405,54739.40023779861,13243.484964125355,35319.381635099264,52739.39990997336,16507.54875346162
transom_curves3_002_line_014,3636.8258954070193,35676.622404663445,54739.400237798676,13548.252410530857,36849.48665370278,52739.399909973574,16350.196509817628
transom_curves3_002_line_015,3645.989125069617,37075.619963966885,54739.40023779885,13331.26043372008,38367.14457825556,52739.399909973195,16092.636822318647
transom_curves3_002_line_016,3372.451602672868,38457.31351413191,54739.400237798705,13007.408158181339,39710.880344114325,52739.399909973195,15416.141996494838
transom_curves3_002_line_017,2749.8665733634766,39727.49277239713,54739.40023779876,12402.319598891778,40525.300003204706,52739.39990997324,14112.661226307402
transom_curves3_002_line_018,2557.500143616283,40708.6492828183,54739.40023779863,11379.45765304507,41373.71375991353,52739.39990997317,12828.07593078473
transom_curves3_002_line_019,2419.656799679712,41638.96728195936,54739.40023779841,10307.94066951018,42217.85596415979,52739.39990997331,11540.671625784107
transom_curves3_002_line_020,2320.8580531137372,42521.63369727111,54739.400237798356,9196.699821694896,43052.99443496324,52739.39990997296,10247.431261140997
transom_curves3_002_line_021,2236.391562967575,43388.4949422046,54739.4002377989,8072.988693215146,43876.443394721464,52739.39990997324,8946.688996120089
transom_curves3_002_line_022,2177.983517190582,44218.08682826839,54739.40023779863,6921.4835839743155,44692.723771347075,52739.39990997332,7641.435431056754
transom_curves3_002_line_023,2127.092867844567,45039.639451536146,54739.40023779874,5764.239756040846,45494.90403108054,52739.39990997312,6327.495399372455
transom_curves3_002_line_024,2086.1137258344106,45852.879773275985,54739.40023779882,4601.14759492642,46285.76469752581,52739.3999099734,5006.708697807541
transom_curves3_002_line_025,2058.845820229785,46651.58415785592,54739.40023779882,3428.0040060419096,47069.36784848199,52739.399909973654,3681.5815839618376
transom_curves3_002_line_026,2034.6430612338117,47489.175936758336,54739.40023779897,2282.6905173248415,47855.35753349651,52739.39990997321,2358.0703125888194
transom_curves3_002_line_027,2092.4931711941704,47961.77305054082,54739.40023779867,1000.000033215775,48577.018010042695,52739.399909973254,1000.000023748717
transom_curves3_003_line_001,2234.649999766081,19867.281269191135,52739.39990997281,9165.862186357383,20649.443287016984,50739.37270840866,9783.741132696068
transom_curves3_003_line_002,2212.1203081321664,21180.995226692827,52739.39990997317,8606.937764135937,21908.3048603373,50739.37460105635,9210.5897484372
transom_curves3_003_line_003,2155.7177948471976,22578.73539882056,52739.399909973145,8366.119081454399,23237.40260443073,50739.37763174643,8827.841519582953
transom_curves3_003_line_004,2110.62872826039,23947.278460019672,52739.39990997309,8756.674042284703,24587.616992156145,50739.38190437135,8967.97517831622
transom_curves3_003_line_005,2093.3873462216056,25187.23028125401,52739.39990997317,9461.466582758529,25754.170193112262,50739.38744910894,9708.042887481177
transom_curves3_003_line_006,2074.8600832230413,26280.848953927805,52739.3999099732,10379.370325753507,26757.22276994645,50739.394163381425,10658.815071569252
transom_curves3_003_line_007,2065.4251847378146,27264.28352544824,52739.39990997301,11416.789836744816,27725.497323355397,50739.40193014129,11647.595181220033
transom_curves3_003_line_008,2058.855511549906,28247.449590319906,52739.39990997311,12454.530655586928,28705.880482526638,50739.41063420759,12624.147964057745
transom_curves3_003_line_009,2051.503357593491,29287.96962063237,52739.39990997328,13433.203369053828,29727.57100791676,50739.420160913534,13557.692926310305
transom_curves3_003_line_010,2042.9958700405587,30348.790997048538,52739.39990997153,14391.307094680407,30755.31245871963,50739.4303974043,14484.55072719854
transom_curves3_003_line_011,2050.125402909722,31410.335601691844,52739.39990997335,15347.01332047956,31859.96543653869,50739.44123091488,15315.194122971307
transom_curves3_003_line_012,2054.7324797589063,32635.264416163922,52739.399909973225,16079.84200095656,33087.543946876656,50739.45254821512,15947.254898751036
transom_curves3_003_line_013,2080.644126093416,34001.30672066905,52739.39990997315,16476.507176447813,34452.61193815771,50739.46423510418,16122.020397426473
transom_curves3_003_line_014,2103.0105521739506,35429.277452310715,52739.39990997323,16503.722965399767,35829.3862178713,50739.476167118715,15991.013124414296
transom_curves3_003_line_015,2135.859352171685,36849.48665370278,52739.399909973574,16350.196509817628,37176.37341978249,50739.48821323693,15675.368072600315
transom_curves3_003_line_016,2164.6575632096296,38259.129220698764,52739.39990997308,16113.225311128232,38515.33851381293,50739.50024346858,15325.506777641944
transom_curves3_003_line_017,2133.640402216655,39560.0634344303,52739.39990997204,15575.48851469936,39825.542048164774,50739.5121266391,14880.944545107415
transom_curves3_003_line_018,2120.8369822142213,40354.45682784354,52739.399909973225,14394.791435561847,41043.99883760894,50739.52373323331,14243.211095133502
transom_curves3_003_line_019,2110.374367025407,41130.81562942202,52739.399909973195,13194.77743894397,41797.24818554322,50739.53493454382,13094.339910148597
transom_curves3_003_line_020,2074.9901913162903,41917.47845999807,52739.39990997313,12001.181595797596,42457.05736930762,50739.54560343703,11878.618765721998
transom_curves3_003_line_021,2054.628563808858,42698.37262288771,52739.39990997319,10803.798716566698,43153.89689755335,50739.55561298193,10682.88983268657
transom_curves3_003_line_022,2037.7163519903218,43465.125023434644,52739.39990997305,9597.316890511403,43838.17647534329,50739.56483684539,9479.927684508079
transom_curves3_003_line_023,2024.583265408027,44226.45345272852,52739.39990997326,8387.404567312307,44522.060877696225,50739.573148548705,8276.74033115462
transom_curves3_003_line_024,2014.812358364041,44982.151126473545,52739.3999099732,7173.973282982648,45206.0135856413,50739.58042172841,7073.591744699127
transom_curves3_003_line_025,2008.421410345977,45722.82654401773,52739.399909973086,5951.302847796669,45890.08602703075,50739.586530009656,5870.511312363937
transom_curves3_003_line_026,2004.2179375203398,46453.45124332531,52739.39990997318,4722.617712500716,46574.37881991792,50739.591346889436,4667.556171343105
transom_curves3_003_line_027,2001.575600141309,47183.366460687794,52739.39990997251,3493.5086201472636,47263.350599407335,50739.59474603276,3467.303145256821
transom_curves3_003_line_028,2000.6215073836083,47906.37618637737,52739.399909973115,2260.6595025796937,47962.21683959693,50739.596600990364,2273.1079014933134
transom_curves3_003_line_029,2001.348656217779,48577.018010042695,52739.399909973254,1000.000023748717,48498.38019157456,50739.59678535041,1000.0000237487246
transom_curves3_004_line_001,2182.0911924914617,20649.443287016984,50739.37270840866,9783.741132696068,21072.57153893022,48739.3992543221,10547.01738526178
transom_curves3_004_line_002,2152.943040381641,21956.80574490895,50739.37469236734,9194.006270207834,22313.15908089305,48739.399254322074,9906.939845147603
transom_curves3_004_line_003,2128.6477775624503,23338.608930445997,50739.37790435951,8811.597663922987,23638.66462082052,48739.39925432202,9475.82152903899
transom_curves3_004_line_004,2061.965689041921,24726.051283150402,50739.3824590383,9034.925277566821,25019.54210643367,48739.39925432207,9441.90540028489
transom_curves3_004_line_005,2043.030524855388,25915.664144675364,50739.388372868765,9834.365158760045,26260.26462754772,48739.39925432232,10069.456116456931
transom_curves3_004_line_006,2042.3476859899363,26933.71503735327,50739.39552569564,10844.649456799625,27330.68936654413,48739.39925432212,10961.312934049034
transom_curves3_004_line_007,2037.0520968599283,27941.824661740495,50739.403787429204,11866.19988894307,28320.198912384578,48739.39925432221,11946.175130877315
transom_curves3_004_line_008,2028.916049507451,28970.76423632021,50739.41302966329,12866.177010054342,29304.80417168649,48739.39925432213,12935.90903981853
transom_curves3_004_line_009,2028.180162314291,30030.746100841847,50739.423125037705,13833.801816612444,30367.444777984772,48739.39925432226,13841.101692217395
transom_curves3_004_line_010,2026.5595056317745,31106.71493741162,50739.43394783045,14783.39606031926,31431.21988978865,48739.39925432217,14744.650860454847
transom_curves3_004_line_011,2026.5982430625386,32298.01873532725,50739.44537227361,15581.280742493394,32606.56706951204,48739.39925432191,15473.050015237724
transom_curves3_004_line_012,2085.687106575797,33634.63546407169,50739.457271580686,16080.763005069482,33990.48622931515,48739.39925432207,15608.291982665272
transom_curves3_004_line_013,2103.563622951461,35066.3992659209,50739.46951573843,16083.897543943842,35382.22977408649,48739.39925432163,15513.853725178396
transom_curves3_004_line_014,2107.0516006800253,36481.28199966303,50739.481960943995,15853.690016512084,36752.58641168957,48739.39925432205,15248.934255386128
transom_curves3_004_line_015,2109.2290877404516,37871.78290614468,50739.494461521645,15498.234845862948,38095.23059825362,48739.39925432205,14866.936472984618
transom_curves3_004_line_016,2096.9549081917144,39247.07288025098,50739.50687173859,15090.026254240503,39439.46534358531,48739.39925432212,14490.214162169928
transom_curves3_004_line_017,2098.608665618349,40579.83107030853,50739.51904625425,14560.839632572037,40717.881654210556,48739.39925432236,13940.661282728179
transom_curves3_004_line_018,2070.3053635424703,41566.32537447526,50739.530841205175,13551.846955867126,41805.90012255651,48739.39925432205,13074.100293349293
transom_curves3_004_line_019,2061.061896949073,42224.54123633435,50739.54211416765,12277.057727949228,42542.730295845126,48739.399254322096,11894.74842166463
transom_curves3_004_line_020,2050.49729499172,42947.931881319826,50739.55272340919,11037.473584507381,43204.66255406786,48739.39925432205,10665.970396718394
transom_curves3_004_line_021,2042.2141075026811,43660.868204880106,50739.56252796431,9791.862362394173,43894.703258062786,48739.39925432203,9452.29424322129
transom_curves3_004_line_022,2034.7274663409664,44370.08370157375,50739.571386804855,8544.113696379934,44584.99586799303,48739.39925432238,8238.761336887157
transom_curves3_004_line_023,2027.972173531345,45079.345820912444,50739.57915894167,7296.395997004443,45275.59973364141,48739.39925432255,7025.405429799867
transom_curves3_004_line_024,2021.9500876749107,45788.73031219609,50739.585703494675,6048.743375832596,45966.38678720169,48739.39925432238,5812.154063976194
transom_curves3_004_line_025,2016.6623365341047,46498.32581329578,50739.59087938149,4801.206213629769,46657.184792007334,48739.39925432215,4598.908740782519
transom_curves3_004_line_026,2012.0575762273172,47210.90108450273,50739.59454564904,3555.385533565353,47347.9522992489,48739.39925432218,3385.6461711763477
transom_curves3_004_line_027,2008.283271923647,47938.284312776945,50739.596561305,2318.435446425677,48058.54750146633,48739.39925432208,2184.4608261691124
transom_curves3_004_line_028,2021.1950151921922,48498.38019157456,50739.59678535041,1000.0000237487246,48788.964303845525,48739.399254321674,1000.0000237487175
transom_curves3_005_line_001,2192.686947156636,21072.57153893022,48739.3992543221,10547.01738526178,21607.21427935365,46738.94706642781,11268.28310071799
transom_curves3_005_line_002,2197.362265352832,22313.15908089305,48739.399254322074,9906.939845147603,22804.49219831579,46738.960955518734,10671.949195156463
transom_curves3_005_line_003,2141.3282295623712,23638.66462082052,48739.39925432202,9475.82152903899,24028.491874330175,46738.97604522864,10132.805762991664
transom_curves3_005_line_004,2052.934805504906,25019.54210643367,48739.39925432207,9441.90540028489,25306.661599048504,46738.99218818244,9803.11902454721
transom_curves3_005_line_005,2040.1848143534203,26260.26462754772,48739.39925432232,10069.456116456931,26490.948059177797,46739.00923832842,10397.448517285968
transom_curves3_005_line_006,2026.7758077709636,27330.68936654413,48739.39925432212,10961.312934049034,27606.194171346287,46739.02707231787,11135.75034677959
transom_curves3_005_line_007,2029.911452295586,28320.198912384578,48739.39925432221,11946.175130877315,28665.3069089888,46739.04557967739,11951.288952887297
transom_curves3_005_line_008,2032.149552892675,29304.80417168649,48739.39925432213,12935.90903981853,29653.264162050353,46739.06464848103,12853.030181766373
transom_curves3_005_line_009,2020.9092022660489,30367.444777984772,48739.39925432226,13841.101692217395,30641.769412738395,46739.08416563948,13754.156050815041
transom_curves3_005_line_010,2027.048787648812,31431.21988978865,48739.39925432217,14744.650860454847,31704.117447580407,46739.104017707396,14562.2428649172
transom_curves3_005_line_011,2053.740101242524,32606.56706951204,48739.39925432191,15473.050015237724,32914.43731936095,46739.12409102886,15123.817164803226
transom_curves3_005_line_012,2049.8903459000057,33990.48622931515,48739.39925432207,15608.291982665272,34237.08008867554,46739.1442768985,15233.82980295677
transom_curves3_005_line_013,2071.2697724597515,35382.22977408649,48739.39925432163,15513.853725178396,35554.487282232454,46739.16447014729,15004.396534266494
transom_curves3_005_line_014,2086.504240243568,36752.58641168957,48739.39925432205,15248.934255386128,36847.17898644103,46739.1845621186,14662.680577828598
transom_curves3_005_line_015,2094.0520788097338,38095.23059825362,48739.39925432205,14866.936472984618,38118.55975877286,46739.20444344889,14247.476565005965
transom_curves3_005_line_016,2110.9690560567333,39439.46534358531,48739.39925432212,14490.214162169928,39385.1716156599,46739.22400456036,13817.502101197693
transom_curves3_005_line_017,2070.1181921254124,40717.881654210556,48739.39925432236,13940.661282728179,40658.92789582996,46739.24313606214,13410.294158626757
transom_curves3_005_line_018,2034.2968982885604,41805.90012255651,48739.39925432205,13074.100293349293,41785.71162493432,46739.26172711121,12703.416914718531
transom_curves3_005_line_019,2013.2032337549272,42542.730295845126,48739.399254322096,11894.74842166463,42673.135516992945,46739.279663091984,11706.325069937264
transom_curves3_005_line_020,2007.614208852428,43204.66255406786,48739.39925432205,10665.970396718394,43322.264811124754,46739.296821135125,10538.397760620288
transom_curves3_005_line_021,2003.1330220870966,43894.703258062786,48739.39925432203,9452.29424322129,43957.07357764951,46739.31308301819,9361.150648988985
transom_curves3_005_line_022,2000.757186245958,44584.99586799303,48739.39925432238,8238.761336887157,44601.574492313855,46739.32832644727,8189.0546874399
transom_curves3_005_line_023,2000.4607054711505,45275.59973364141,48739.39925432255,7025.405429799867,45237.589640341364,46739.342430086566,7012.330003667626
transom_curves3_005_line_024,2003.4116923760919,45966.38678720169,48739.39925432238,5812.154063976194,45850.85246300369,46739.3552726001,5823.7428627853005
transom_curves3_005_line_025,2010.98362242405,46657.184792007334,48739.39925432215,4598.908740782519,46449.576869919576,46739.36673289714,4627.614029258656
transom_curves3_005_line_026,2023.4468293845068,47347.9522992489,48739.39925432218,3385.6461711763477,47044.08760303887,46739.376690051366,3429.3847142588756
transom_curves3_005_line_027,2039.9842970461839,48058.54750146633,48739.39925432208,2184.4608261691124,47660.96059791398,46739.38502313154,2242.801732521049
transom_curves3_005_line_028,2128.9197094452347,48788.964303845525,48739.399254321674,1000.0000237487175,48059.396925656016,46739.39161184976,1000.0000237487228
