name,length,pt1x,pt1y,pt1z,pt2x,pt2y,pt2z
transom_curves1_009_line_006,2051.121532583786,15342.417522233673,50739.37826949976,6866.004901076293,15495.602033156278,48739.39925432219,7294.628262422397
transom_curves1_009_line_007,2077.9428245113713,15929.956535558413,50739.37589080289,8035.84117624573,16129.829965215664,48739.399254322096,8563.089170633864
transom_curves1_009_line_008,2109.751208300384,16472.774909073694,50739.37397449122,9226.371162283089,16755.570997407216,48739.39925432205,9835.614670276758
transom_curves1_009_line_009,2158.7511964135415,17121.458463965104,50739.37260464614,10351.698384325062,17296.77904068429,48739.399254322096,11145.15665127385
transom_curves1_009_line_010,2170.027198531404,18291.252103677754,50739.37186913707,10859.487285285455,18489.193641240996,48739.39925432206,11677.990022032971
transom_curves1_009_line_011,2184.6092416520924,19503.015944155366,50739.371870881645,10413.888545063892,19829.80098044023,48739.39925432213,11229.87789045029
transom_curves1_009_line_012,2182.0911924914617,20649.443287016984,50739.37270840866,9783.741132696068,21072.57153893022,48739.3992543221,10547.01738526178
transom_curves1_010_line_001,2024.6816262901089,12243.629653599353,48739.39925432397,1000.0000237487218,12555.808732327698,46738.92933187048,1000.0000237487188
transom_curves1_010_line_002,2012.0733527033435,12880.908490789765,48739.39925432208,2128.7044318055773,12901.359171583079,46738.91736487224,2343.3975995989817
transom_curves1_010_line_003,2024.1733158169661,13485.373362590493,48739.399254322256,3278.765618285966,13561.071576862974,46738.90811561576,3578.069137774473
transom_curves1_010_line_004,2041.525375223921,14063.564853182057,48739.39925432212,4443.107710251736,14182.54646526978,46738.90150887319,4832.566314113478
transom_curves1_010_line_005,2063.634389857529,14646.85080227262,48739.39925432221,5604.906827490509,14807.735593486443,46738.897465053284,6085.214614321577
transom_curves1_010_line_006,2090.2160907967773,15230.422227437875,48739.39925432227,6766.562722784263,15435.407667226664,46738.89590459901,7336.624669809657
transom_curves1_010_line_007,2121.261270267968,15813.281200595728,48739.39925432208,7928.576035137505,16060.304386166643,46738.89674796168,8589.422949766764
transom_curves1_010_line_008,2156.5106585641342,16393.289612249715,48739.399254322125,9092.014845693397,16682.075694006973,46738.89991558941,9843.774923919147
transom_curves1_010_line_009,2195.4871892567603,16930.59861420999,48739.39925432209,10274.636694020644,17280.306172804987,46738.905328045934,11108.838511678872
transom_curves1_010_line_010,2242.8419115841793,17505.437244247023,48739.399254322176,11429.655157563679,17833.334869260027,46738.91290451737,12389.278704645578
transom_curves1_010_line_011,2221.6126600206717,18720.190664385,48739.399254322154,11628.614033289283,19102.57220954348,46738.92252938995,12515.992215402674
transom_curves1_010_line_012,2184.2343009122915,19934.45111170066,48739.39925432207,11174.966187299759,20375.21494189922,46738.93397541598,11933.085831657889
transom_curves1_010_line_013,2192.686947156636,21072.57153893022,48739.3992543221,10547.01738526178,21607.21427935365,46738.94706642781,11268.28310071799
transom_curves1_011_line_001,2000.4904923713377,12555.808732327698,46738.92933187048,1000.0000237487188,12506.210002499078,44739.05379172617,1000.0000237487202
transom_curves1_011_line_002,2001.53626530629,12854.352832894876,46738.91818813387,2246.5150142530674,12798.460916998396,44739.06332132869,2306.5485614521494
transom_curves1_011_line_003,2004.2627719855411,13462.20382722923,46738.90936460048,3386.7184207495743,13464.830164944311,44739.07484607754,3519.8509113051005
transom_curves1_011_line_004,2012.0485821129525,14039.321398443932,46738.9028031308,4542.971219870598,14078.581436500623,44739.08820459478,4761.007266607736
transom_curves1_011_line_005,2023.9490414256495,14614.35270313969,46738.898441111945,5700.292306176734,14692.461445879442,44739.10323298537,6002.099980282954
transom_curves1_011_line_006,2040.1213997436357,15194.313331376847,46738.89621595334,6855.153646336427,15307.19024924666,44739.11976719276,7242.772379225666
transom_curves1_011_line_007,2060.197685050595,15772.17386789828,46738.896065087734,8011.067002295321,15923.0139840633,44739.13764315801,8482.901734764519
transom_curves1_011_line_008,2084.1449761969307,16347.766795125382,46738.89792594532,9168.111183851699,16537.359780097402,44739.15669684647,9723.76377180439
transom_curves1_011_line_009,2112.158069372568,16920.69756369762,46738.90173595801,10326.476101840544,17141.410573515426,44739.17676418667,10969.591577153435
transom_curves1_011_line_010,2142.646885133477,17425.615578225,46738.90743259049,11514.352748707184,17759.16392038132,44739.197681207,12207.780530122629
transom_curves1_011_line_011,2183.848802594245,18066.853087587944,46738.9149515985,12609.499710961061,18509.638878929938,44739.219282447,13367.360889775951
transom_curves1_011_line_012,2257.871372724599,19298.87060535309,46738.9241764763,12427.365244863926,19770.013657937743,44739.24135847128,13363.995367775835
transom_curves1_011_line_013,2187.6326553097565,20470.651684633616,46738.93492614841,11883.192851484127,20944.96755203328,44739.2635021721,12632.90965711348
transom_curves1_011_line_014,2203.822822508281,21607.21427935365,46738.94706642781,11268.28310071799,22176.14633536159,44739.285290931824,11999.380995855967
transom_curves1_012_line_001,2010.8212671032798,12506.210002499078,44739.05379172617,1000.0000237487202,12292.19109965487,42739.65436253244,1000.0000237487208
transom_curves1_012_line_002,2000.4324079303176,12798.460916998396,44739.06332132869,2306.5485614521494,12757.303507908366,42739.635589770885,2354.763005890353
transom_curves1_012_line_003,2004.0814457870413,13464.830164944311,44739.07484607754,3519.8509113051005,13455.040176333614,42739.61549161783,3655.530266162124
transom_curves1_012_line_004,2011.6268969416194,14078.581436500623,44739.08820459478,4761.007266607736,14109.773981867549,42739.594435662446,4979.39789281058
transom_curves1_012_line_005,2023.3530060366686,14692.461445879442,44739.10323298537,6002.099980282954,14764.872180787186,42739.57278781693,6303.0851482767175
transom_curves1_012_line_006,2039.08828103171,15307.19024924666,44739.11976719276,7242.772379225666,15423.736116659142,42739.55091390613,7624.901257480023
transom_curves1_012_line_007,2058.9093430653415,15923.0139840633,44739.13764315801,8482.901734764519,16082.036167275535,42739.52917970307,8946.998299164181
transom_curves1_012_line_008,2082.69328936177,16537.359780097402,44739.15669684647,9723.76377180439,16737.25537025582,42739.5079510721,10270.625714264048
transom_curves1_012_line_009,2109.98555991393,17141.410573515426,44739.17676418667,10969.591577153435,17392.0707605416,42739.48759381196,11594.452966240175
transom_curves1_012_line_010,2143.8027405787507,17759.16392038132,44739.197681207,12207.780530122629,17979.936910470085,42739.468473527704,12948.2078211611
transom_curves1_012_line_011,2144.732836208108,18509.638878929938,44739.219282447,13367.360889775951,18886.140268508094,42739.45095552829,14044.894860147742
transom_curves1_012_line_012,2161.7348413206623,19770.013657937743,44739.24135847128,13363.995367775835,20337.719460635002,42739.43539953186,13956.940367209952
transom_curves1_012_line_013,2224.2344103151677,20944.96755203328,44739.2635021721,12632.90965711348,21656.740894513412,42739.422145458106,13297.162597597036
transom_curves1_012_line_014,2237.6167230731944,22176.14633536159,44739.285290931824,11999.380995855967,22967.55772210096,42739.41150843287,12616.715160137703
transom_curves1_013_line_001,2032.5648542265321,12292.19109965487,42739.65436253244,1000.0000237487208,11931.207656969173,40739.40166831011,1000.0000237487207
transom_curves1_013_line_002,2001.3064258135535,12703.073654158032,42739.63697899957,2264.274391705181,12708.793380112893,40739.40166831027,2329.4924613582825
transom_curves1_013_line_003,2015.1945507241728,13361.52942554016,42739.618429963026,3466.3951399330685,13400.201858571207,40739.401668310275,3708.565382934229
transom_curves1_013_line_004,2042.159071392722,13969.445968574857,42739.59900994519,4695.725793090507,14085.408945584735,40739.401668310165,5090.91796830502
transom_curves1_013_line_005,2082.847828747049,14577.561450307576,42739.57901198047,5924.9580913719265,14772.999049935166,40739.40166831029,6472.086793083496
transom_curves1_013_line_006,2136.5700289449155,15187.965286322986,42739.55872896928,7153.054479332402,15462.59684158072,40739.40166831016,7852.254543790255
transom_curves1_013_line_007,2202.430301923153,15800.49000505882,42739.53845379681,8380.095000256017,16152.234342940375,40739.40166831017,9232.40245355016
transom_curves1_013_line_008,2279.2622267789843,16409.716077904257,42739.51847932898,9608.777203659323,16840.077021352645,40739.40166831017,10613.445556428365
transom_curves1_013_line_009,2366.082971373706,17017.929165035377,42739.499098503475,10837.961141051432,17525.55867224271,40739.40166831027,11995.661957571656
transom_curves1_013_line_010,2461.887676069859,17623.6005566986,42739.48060420494,12068.365430212294,18200.942720121526,40739.40166831018,13382.614723957158
transom_curves1_013_line_011,2562.8904340664153,18150.868249725703,42739.463289365034,13333.830095862308,18787.246016066136,40739.40166831018,14804.606838784268
transom_curves1_013_line_012,2354.2264991875654,19194.47647567007,42739.44744451019,14111.657671195479,20160.16852766075,40739.40166831021,14892.450962216602
transom_curves1_013_line_013,2267.928265865519,20534.58797371474,42739.43335750148,13881.438531429758,21548.658322996864,40739.401668310216,14220.60396016527
transom_curves1_013_line_014,2353.789455506496,21749.608396356816,42739.4212952294,13247.117253013506,22947.824707936372,40739.401668310165,13570.418913164072
transom_curves1_013_line_015,2447.168435690188,22967.55772210096,42739.41150843287,12616.715160137703,24345.420206364117,40739.401668310245,12916.863401030734
transom_curves1_014_line_001,2027.3908044769455,11931.207656969173,40739.40166831011,1000.0000237487207,12263.340405694162,38739.40134048462,1000.0000237487204
transom_curves1_014_line_002,2010.2605773730083,12611.762172931354,40739.401668310195,2162.8770745281836,12611.142875148973,38739.40134048485,2365.72158174699
transom_curves1_014_line_003,2017.4079196031525,13229.270401263995,40739.401668310325,3362.7938934759068,13284.587370707295,38739.40134048451,3621.3928796799523
transom_curves1_014_line_004,2028.019175701228,13828.141931164279,40739.40166831015,4572.691837647786,13925.031239012755,38739.401340484874,4894.363918710654
transom_curves1_014_line_005,2041.4800008985926,14428.883690228677,40739.40166831019,5781.661870712273,14563.433695536138,38739.401340484525,6168.360175386501
transom_curves1_014_line_006,2057.685900150614,15031.522536938231,40739.40166831026,6989.687511520854,15200.488146152076,38739.40134048456,7443.031283154186
transom_curves1_014_line_007,2076.4992518974786,15635.022979590658,40739.401668310085,8197.283304306015,15837.564467727898,38739.401340484605,8717.691583844215
transom_curves1_014_line_008,2097.8236167458585,16238.356528959335,40739.401668310195,9404.96213877949,16474.590634790828,38739.401340484634,9992.376866988036
transom_curves1_014_line_009,2121.4886471824916,16840.077021352645,40739.40166831017,10613.445556428365,17113.76992824136,38739.40134048457,11265.982882211709
transom_curves1_014_line_010,2147.4499950836157,17440.029158989775,40739.40166831025,11822.803280708305,17754.664741007775,38739.401340484495,12538.72549757944
transom_curves1_014_line_011,2176.221814738505,18038.428505553737,40739.40166831027,13032.939225815175,18366.91578746532,38739.40134048454,13825.426564050349
transom_curves1_014_line_012,2211.061371902396,18530.166298325043,40739.40166831019,14288.700976810987,19044.536414676393,38739.40134048462,15078.773418060031
transom_curves1_014_line_013,2217.618650406057,19433.371397685387,40739.40166831035,15135.445643043011,20147.81178191474,38739.401340484495,15773.729361077147
transom_curves1_014_line_014,2195.98370297587,20674.05274723446,40739.40166831016,14626.633812287708,21419.586419745,38739.40134048457,15142.892134822167
transom_curves1_014_line_015,2208.5446553852375,21898.544061327477,40739.40166831022,14058.260185002686,22706.78044971781,38739.40134048481,14531.99230763179
transom_curves1_014_line_016,2228.420983491251,23122.576919694726,40739.40166831015,13488.837453215914,23999.529930094992,38739.40134048457,13932.472647842746
transom_curves1_014_line_017,2251.6074250029683,24345.420206364117,40739.401668310245,12916.863401030734,25292.296102355016,38739.40134048449,13332.98925052436
transom_curves1_015_line_001,2015.6635831214132,12263.340405694162,38739.40134048462,1000.0000237487204,12012.544933207584,36739.401012659124,1000.0000237487282
transom_curves1_015_line_002,2000.0031782402161,12573.422541308582,38739.40134048479,2290.8646611282916,12572.229186078413,36739.40101265911,2294.0233905316477
transom_curves1_015_line_003,2001.6221163081475,13207.905273838858,38739.40134048469,3472.3117918656253,13210.35834434785,36739.401012659175,3552.833637577261
transom_curves1_015_line_004,2005.2806097589937,13812.067615999375,38739.40134048513,4669.693722402942,13855.74165008597,36739.40101265908,4808.407785560587
transom_curves1_015_line_005,2011.5039737013565,14413.466847287717,38739.40134048453,5868.473359570897,14494.30107989048,36739.401012659066,6067.502884400499
transom_curves1_015_line_006,2020.2004050833145,15013.112433742286,38739.40134048457,7068.13143455336,15130.333682565133,36739.4010126591,7327.876587003272
transom_curves1_015_line_007,2031.3460439913006,15612.71226596722,38739.4013404846,8267.812360836886,15762.517609043274,36739.40101265911,8590.1845034344
transom_curves1_015_line_008,2044.8641550275856,16212.300013826556,38739.401340484656,9467.499374007288,16395.765301652482,36739.40101265909,9851.958200641886
transom_curves1_015_line_009,2060.706749218652,16812.330677455036,38739.40134048459,10666.964672050475,17032.483517080425,36739.401012659124,11111.985707708578
transom_curves1_015_line_010,2078.8379895860253,17415.75196798825,38739.40134048457,11864.727761074571,17671.499271204797,36739.40101265856,12370.849675774385
transom_curves1_015_line_011,2099.2185848705676,18006.911683543927,38739.40134048564,13068.482106977488,18298.27928779084,36739.40101265911,13635.775924108595
transom_curves1_015_line_012,2121.945846962278,18606.957888963505,38739.40134048454,14267.281803280595,18957.401325850144,36739.40101265913,14883.595249249285
transom_curves1_015_line_013,2143.6938285434544,19275.307492530057,38739.40134048449,15427.937100468289,19727.054963401628,36739.401012659124,16053.513747886387
transom_curves1_015_line_014,2105.358451672904,20464.195459637842,38739.40134048458,15665.539625399873,21058.157987030325,36739.401012659095,15947.924849485698
transom_curves1_015_line_015,2152.2775106032955,21643.326486139224,38739.40134048459,15028.160561972669,22352.555185310768,36739.401012659095,15387.732284467735
transom_curves1_015_line_016,2206.918425289735,22858.86728608173,38739.40134048479,14461.457667316374,23679.413097346358,36739.40101265909,14905.520946812096
transom_curves1_015_line_017,2229.656086184694,24075.57484258569,38739.401340484554,13897.208589301537,24964.577791291107,36739.4010126591,14322.695026866366
transom_curves1_015_line_018,2259.1280648476218,25292.296102355016,38739.40134048449,13332.98925052436,26255.572471078518,36739.40101265912,13752.223003387164
transom_curves1_016_line_001,2001.7855846228806,12012.544933207584,36739.401012659124,1000.0000237487282,12097.068394453254,34739.400684833396,1000.0000237487227
transom_curves1_016_line_002,2002.442623557263,12540.70913487477,36739.40101265909,2222.2043568139666,12551.388420305668,34739.400684833396,2320.4952627956777
transom_curves1_016_line_003,2006.3246999995217,13136.253692880986,36739.40101265917,3414.5786423916147,13208.316346968557,34739.400684833425,3556.509838437262
transom_curves1_016_line_004,2012.731400216492,13749.150630870994,36739.40101265906,4598.642009802265,13845.182810213819,34739.40068483357,4803.249435488744
transom_curves1_016_line_005,2021.298341805348,14352.667748217798,36739.4010126591,5787.567787312269,14479.351973453593,34739.40068483343,6051.379808188249
transom_curves1_016_line_006,2032.0122107482505,14953.878027352697,36739.40101265913,6977.661748559221,15113.51794442788,34739.40068483357,7299.511729456954
transom_curves1_016_line_007,2044.8541611723429,15552.125005830645,36739.401012659095,8169.247161480187,15747.667349973606,34739.40068483393,8547.652262939117
transom_curves1_016_line_008,2059.807014361127,16148.725972083344,36739.40101265911,9361.658301039446,16381.803459062132,34739.40068483414,9795.79941885134
transom_curves1_016_line_009,2076.7854110557437,16749.30356888315,36739.40101265917,10552.071603939916,17015.955931158107,34739.400684833876,11043.93830332694
transom_curves1_016_line_010,2095.73656155604,17351.7864940864,36739.40101265895,11741.521605039265,17650.189666790433,34739.400684833425,12292.035883383338
